ID,Country,Year,State/Region,City,Type of E-Waste,Brand Name,Model Name,Device Age (Years),Condition,Material Type,Weight (kg),Hazardous Components,Collection Method,Recycling Facility,Recycling Status,Recycling Method,Reused or Refurbished?,Environmental Impact Score,CO2 Emission (kg)
EW_00251,USA,2023,Texas,Los Angeles,Smart Water Leak Detector,HP,HP 1241,5,Damaged,Mixed,0.19,Brominated Flame Retardants,Retail take-back,Green Future Recycling,In Progress,Thermal,No,Medium,0.57
EW_00252,Canada,2024,Manitoba,Edmonton,Radio,HTC,HTC 1533,9,Damaged,Mixed,0.86,Lead,Drop-off center,Sustainable Waste Management,In Progress,Thermal,Yes,Medium,2.58
EW_00253,Brazil,2024,Bahia,Salvador,Smart Thermostat,Razer,Razer 7768,4,Working,Mixed,0.43,Cadmium,Municipal collection,GreenTech Recycle,Pending,Mechanical,Yes,Low,0.86
EW_00254,Japan,2021,Fukuoka,Yokohama,External Hard Drive,Dell,Dell 6115,8,Obsolete,Metal,0.47,Cadmium,Retail take-back,GreenTech Recycle,Disposed,Mechanical,No,Low,1.03
EW_00255,China,2021,Sichuan,Shenzhen,Television,Google,Google 2112,2,Damaged,Rubber,19.06,Brominated Flame Retardants,Municipal collection,GreenTech Recycle,Recycled,Mechanical,No,High,114.36
EW_00256,USA,2024,New York,New York,Smart Smoke Detector,Nokia,Nokia 5057,7,Non-working,Plastic,0.33,Brominated Flame Retardants,Municipal collection,Green Earth Recycling,Recycled,Pyrometallurgical,No,Low,0.79
EW_00257,Germany,2021,Berlin,Berlin,Laptop,HTC,HTC 8985,5,Repairable,Glass,1.95,None,Municipal collection,Global Recycling Solutions,In Progress,Mechanical,No,Low,5.85
EW_00258,Canada,2020,British Columbia,Calgary,Tablet,Razer,Razer 5503,9,Obsolete,Plastic,0.4,Mercury,Municipal collection,Green Earth Recycling,Recycled,Mechanical,Yes,Low,1.32
EW_00259,France,2020,ÃŽle-de-France,Marseille,Fax Machine,Sony,Sony 4069,4,Obsolete,Metal,5.27,Lead,Drop-off center,GreenTech Recycle,Disposed,Thermal,Yes,Medium,11.59
EW_00260,UK,2021,Glasgow,London,Power Bank,Gateway,Gateway 3833,9,Repairable,Plastic,0.3,Cadmium,Pick-up service,Sustainable Electronics,In Progress,Pyrometallurgical,Yes,Low,0.6
EW_00261,USA,2020,Florida,New York,Smart Lock,Google,Google 6121,10,Repairable,Ceramic,0.68,Lead,Pick-up service,Green Earth Recycling,Pending,Mechanical,Yes,Low,1.36
EW_00262,UK,2024,Liverpool,Glasgow,Smart Thermostat,HTC,HTC 4330,10,Damaged,Rubber,0.4,Brominated Flame Retardants,Retail take-back,Sustainable Waste Management,In Progress,Pyrometallurgical,Yes,Medium,1.2
EW_00263,Canada,2022,Ontario,Montreal,Smart Sprinkler Controller,Nokia,Nokia 4181,10,Non-working,Plastic,0.75,Mercury,Pick-up service,EcoRecyclers Inc.,Recycled,Chemical,Yes,Low,1.8
EW_00264,France,2024,ÃŽle-de-France,Bordeaux,Smart Smoke Detector,Amazon,Amazon 8966,5,Non-working,Mixed,0.26,Lead,Pick-up service,Green Future Recycling,Disposed,Thermal,No,Low,0.62
EW_00265,France,2022,Nouvelle-Aquitaine,Marseille,Mouse,Vivo,Vivo 7929,2,Repairable,Rubber,0.22,Mercury,Municipal collection,Green Future Recycling,In Progress,Chemical,No,Low,0.44
EW_00266,UK,2023,Liverpool,Birmingham,Smart Lock,MSI,MSI 3442,1,Obsolete,Glass,0.49,Mercury,Municipal collection,Green Earth Recycling,Recycled,Mechanical,Yes,Low,1.08
EW_00267,USA,2023,New York,Los Angeles,Smart Doorbell,Samsung,Samsung 1838,9,Non-working,Mixed,0.2,None,Pick-up service,Green Earth Recycling,Pending,Chemical,Yes,Low,0.48
EW_00268,India,2020,Tamil Nadu,Kolkata,VR Headset,OnePlus,OnePlus 5329,4,Obsolete,Rubber,0.95,Brominated Flame Retardants,Municipal collection,Global Recycling Solutions,In Progress,Hydrometallurgical,No,Low,2.09
EW_00269,Brazil,2023,ParanÃ¡,Belo Horizonte,Smart Garage Door Opener,LG,LG 8986,5,Non-working,Rubber,0.64,Cadmium,Pick-up service,Sustainable Electronics,Pending,Pyrometallurgical,No,Low,1.54
EW_00270,Canada,2024,Alberta,Edmonton,VR Headset,Google,Google 3009,6,Working,Ceramic,0.78,Cadmium,Municipal collection,EcoTech Recycling,Recycled,Mechanical,No,Low,1.56
EW_00271,Canada,2020,British Columbia,Montreal,Laptop,Sony,Sony 1379,9,Damaged,Glass,1.68,Mercury,Pick-up service,EcoRecyclers Inc.,In Progress,Chemical,Yes,Medium,7.56
EW_00272,India,2023,Tamil Nadu,Kolkata,Smart Oven,Microsoft,Microsoft 9665,3,Non-working,Mixed,37.2,Cadmium,Retail take-back,EcoRecyclers Inc.,Recycled,Pyrometallurgical,Yes,Medium,89.28
EW_00273,China,2023,Guangdong,Beijing,Smart Smoke Detector,HP,HP 4229,2,Working,Rubber,0.47,Lead,Pick-up service,EcoTech Recycling,Recycled,Thermal,Yes,Low,0.94
EW_00274,Germany,2023,Berlin,Cologne,Security Camera,Xiaomi,Xiaomi 6210,6,Obsolete,Metal,0.71,Cadmium,Pick-up service,Sustainable Waste Management,Pending,Mechanical,Yes,Low,1.56
EW_00275,Canada,2021,Alberta,Montreal,Desktop Computer,Acer,Acer 7371,4,Non-working,Metal,7.3,Cadmium,Pick-up service,Global Recycling Solutions,In Progress,Pyrometallurgical,Yes,High,35.04
EW_00276,Canada,2023,British Columbia,Calgary,Smart Sprinkler Controller,Nokia,Nokia 6655,2,Repairable,Mixed,0.31,Lead,Pick-up service,Eco-Friendly Disposal,In Progress,Hydrometallurgical,No,Low,0.62
EW_00277,India,2021,Tamil Nadu,Bangalore,Smart Refrigerator,Amazon,Amazon 7989,7,Non-working,Ceramic,82.81,Cadmium,Drop-off center,Global Recycling Solutions,Disposed,Thermal,Yes,High,397.49
EW_00278,France,2023,Occitanie,Toulouse,Smart Lock,Oppo,Oppo 4673,9,Repairable,Plastic,0.78,Brominated Flame Retardants,Retail take-back,Sustainable Materials Recovery,Recycled,Pyrometallurgical,Yes,Low,1.56
EW_00279,UK,2022,Glasgow,Manchester,CD/DVD Player,Amazon,Amazon 2312,5,Repairable,Mixed,1.71,Cadmium,Retail take-back,Sustainable Electronics,Pending,Pyrometallurgical,No,Low,3.42
EW_00280,UK,2024,Birmingham,London,Smart Dishwasher,Microsoft,Microsoft 3753,2,Working,Rubber,43.1,Mercury,Retail take-back,EcoRecyclers Inc.,Recycled,Pyrometallurgical,No,Low,86.2
EW_00281,France,2023,Nouvelle-Aquitaine,Paris,Projector,Motorola,Motorola 3253,4,Repairable,Metal,3.12,Mercury,Drop-off center,Green Earth Recycling,In Progress,Pyrometallurgical,Yes,Low,6.24
EW_00282,UK,2020,Birmingham,Liverpool,Calculator,Acer,Acer 9038,7,Working,Plastic,0.29,Cadmium,Municipal collection,GreenTech Recycle,In Progress,Chemical,No,Low,0.58
EW_00283,UK,2020,Glasgow,Manchester,Smart Garage Door Opener,Razer,Razer 1619,7,Damaged,Glass,0.77,Mercury,Drop-off center,Eco-Friendly Disposal,Disposed,Pyrometallurgical,Yes,Medium,2.31
EW_00284,Canada,2022,Alberta,Edmonton,Smart Water Leak Detector,Nokia,Nokia 3174,7,Non-working,Plastic,0.29,None,Retail take-back,Green Future Recycling,In Progress,Mechanical,Yes,Low,0.7
EW_00285,China,2021,Beijing,Beijing,Fax Machine,HTC,HTC 8481,9,Obsolete,Ceramic,4.08,None,Retail take-back,Sustainable Materials Recovery,Pending,Chemical,Yes,Low,8.98
EW_00286,USA,2024,Florida,Chicago,Smartwatch,Huawei,Huawei 8771,4,Damaged,Ceramic,0.12,Brominated Flame Retardants,Drop-off center,Global Recycling Solutions,Disposed,Thermal,Yes,Medium,0.36
EW_00287,UK,2021,Glasgow,Liverpool,Printer,Huawei,Huawei 5209,8,Non-working,Metal,7.11,Brominated Flame Retardants,Pick-up service,Sustainable Electronics,In Progress,Thermal,Yes,Medium,17.06
EW_00288,USA,2022,Texas,Houston,Calculator,Asus,Asus 6727,7,Non-working,Mixed,0.22,Cadmium,Municipal collection,Sustainable Materials Recovery,Pending,Hydrometallurgical,No,Low,0.53
EW_00289,India,2020,Tamil Nadu,Chennai,Digital Clock,Vivo,Vivo 8844,1,Non-working,Plastic,0.23,Mercury,Pick-up service,Green Earth Recycling,Pending,Thermal,Yes,Low,0.55
EW_00290,Japan,2020,Osaka,Tokyo,Smart Door Sensor,Razer,Razer 4999,3,Damaged,Metal,0.29,Lead,Retail take-back,GreenTech Recycle,In Progress,Chemical,No,Medium,0.87
EW_00291,Canada,2020,British Columbia,Calgary,Smart Coffee Maker,Motorola,Motorola 9863,7,Non-working,Plastic,1.1,Mercury,Pick-up service,Eco-Friendly Disposal,In Progress,Hydrometallurgical,No,Low,2.64
EW_00292,UK,2020,Manchester,London,Fax Machine,Google,Google 6566,9,Damaged,Glass,4.62,Cadmium,Municipal collection,EcoRecyclers Inc.,In Progress,Chemical,No,Medium,13.86
EW_00293,USA,2023,Texas,New York,Mobile Phone,OnePlus,OnePlus 6013,4,Obsolete,Mixed,0.16,None,Pick-up service,Green Earth Recycling,Pending,Chemical,Yes,Low,0.53
EW_00294,India,2021,Delhi,Kolkata,Television,Google,Google 9564,9,Damaged,Metal,24.12,Lead,Retail take-back,Sustainable Waste Management,Recycled,Hydrometallurgical,Yes,High,144.72
EW_00295,Brazil,2024,Minas Gerais,SÃ£o Paulo,Laptop,Microsoft,Microsoft 9952,4,Repairable,Glass,1.7,Brominated Flame Retardants,Drop-off center,EcoTech Recycling,In Progress,Mechanical,No,Low,5.1
EW_00296,UK,2022,Birmingham,London,Smart Window Blinds,LG,LG 1312,7,Repairable,Rubber,1.46,Lead,Municipal collection,GreenTech Recycle,Disposed,Chemical,Yes,Low,2.92
EW_00297,Brazil,2022,SÃ£o Paulo,Rio de Janeiro,Smart Mirror,LG,LG 4456,4,Damaged,Ceramic,1.03,Lead,Drop-off center,Eco-Friendly Disposal,In Progress,Thermal,No,Medium,3.09
EW_00298,India,2024,Tamil Nadu,Chennai,Monitor,Google,Google 6605,7,Damaged,Plastic,4.73,Cadmium,Retail take-back,EcoTech Recycling,Disposed,Chemical,Yes,Medium,14.19
EW_00299,China,2024,Sichuan,Chengdu,Smart Plug,Nokia,Nokia 5462,8,Non-working,Ceramic,0.27,None,Retail take-back,Global Recycling Solutions,Pending,Hydrometallurgical,Yes,Low,0.65
EW_00300,Canada,2020,British Columbia,Edmonton,Security Camera,Motorola,Motorola 8130,6,Damaged,Glass,0.57,Lead,Pick-up service,EcoTech Recycling,Pending,Pyrometallurgical,No,Medium,1.71
EW_00301,Japan,2021,Tokyo,Nagoya,Desktop Computer,Samsung,Samsung 4120,4,Obsolete,Glass,7.48,Cadmium,Drop-off center,EcoTech Recycling,In Progress,Pyrometallurgical,No,High,32.91
EW_00302,China,2020,Sichuan,Beijing,Monitor,Gateway,Gateway 2930,1,Repairable,Ceramic,2.83,Cadmium,Municipal collection,Green Future Recycling,Disposed,Chemical,Yes,Low,5.66
EW_00303,China,2024,Shanghai,Chengdu,CD/DVD Player,HP,HP 2897,5,Repairable,Rubber,1.99,None,Drop-off center,EcoTech Recycling,In Progress,Thermal,Yes,Low,3.98
EW_00304,Australia,2021,New South Wales,Sydney,Smart Water Leak Detector,HTC,HTC 4787,3,Damaged,Ceramic,0.29,Brominated Flame Retardants,Drop-off center,Sustainable Waste Management,In Progress,Thermal,Yes,Medium,0.87
EW_00305,Germany,2024,Bavaria,Hamburg,Smart Scale,Amazon,Amazon 9292,2,Working,Mixed,0.27,Mercury,Retail take-back,Sustainable Electronics,Disposed,Pyrometallurgical,Yes,Low,0.54
EW_00306,Brazil,2022,ParanÃ¡,Curitiba,Fax Machine,Amazon,Amazon 7608,7,Repairable,Metal,5.95,Mercury,Drop-off center,Eco-Friendly Disposal,In Progress,Pyrometallurgical,No,Low,11.9
EW_00307,Australia,2024,New South Wales,Melbourne,VR Headset,Xiaomi,Xiaomi 6774,1,Non-working,Mixed,0.65,Cadmium,Retail take-back,Green Future Recycling,Recycled,Hydrometallurgical,No,Low,1.56
EW_00308,Canada,2020,Alberta,Toronto,Projector,Xiaomi,Xiaomi 5023,5,Obsolete,Glass,2.33,None,Drop-off center,Sustainable Waste Management,Recycled,Mechanical,Yes,Low,5.13
EW_00309,Germany,2020,Bavaria,Munich,Calculator,Gateway,Gateway 8713,10,Obsolete,Plastic,0.27,Lead,Retail take-back,Sustainable Electronics,Recycled,Thermal,No,Low,0.59
EW_00310,Germany,2021,Berlin,Berlin,Smart Light Bulb,BlackBerry,BlackBerry 6340,8,Working,Glass,0.21,Cadmium,Retail take-back,Sustainable Materials Recovery,In Progress,Pyrometallurgical,No,Low,0.42
EW_00311,Germany,2022,Hamburg,Frankfurt,Tablet,Vivo,Vivo 1712,8,Non-working,Glass,0.44,Brominated Flame Retardants,Drop-off center,Global Recycling Solutions,Disposed,Chemical,No,Medium,1.58
EW_00312,France,2022,Provence-Alpes-CÃ´te d'Azur,Bordeaux,Game Console,Toshiba,Toshiba 1345,5,Repairable,Rubber,2.47,Mercury,Pick-up service,Global Recycling Solutions,Recycled,Chemical,Yes,Low,4.94
EW_00313,Germany,2022,Bavaria,Berlin,Smart Garage Door Opener,Fujitsu,Fujitsu 2499,5,Obsolete,Ceramic,0.92,None,Municipal collection,Sustainable Electronics,Disposed,Pyrometallurgical,Yes,Low,2.02
EW_00314,Canada,2020,Quebec,Edmonton,USB Drive,HP,HP 2296,8,Non-working,Mixed,0.12,None,Municipal collection,Eco-Friendly Disposal,In Progress,Mechanical,No,Low,0.29
EW_00315,Japan,2020,Osaka,Yokohama,Smart Mirror,MSI,MSI 3840,5,Working,Rubber,2.45,Brominated Flame Retardants,Retail take-back,EcoRecyclers Inc.,Recycled,Chemical,Yes,Low,4.9
EW_00316,UK,2021,London,Manchester,GPS Device,MSI,MSI 5908,4,Damaged,Metal,0.45,Mercury,Drop-off center,Sustainable Materials Recovery,Recycled,Mechanical,Yes,Medium,1.35
EW_00317,Germany,2023,Hesse,Cologne,Smart Mirror,Huawei,Huawei 8476,9,Obsolete,Rubber,2.62,Lead,Pick-up service,Eco-Friendly Disposal,Disposed,Hydrometallurgical,No,Low,5.76
EW_00318,Canada,2020,British Columbia,Toronto,Smart Coffee Maker,Dell,Dell 7854,1,Repairable,Ceramic,1.56,Mercury,Drop-off center,Sustainable Materials Recovery,Recycled,Mechanical,No,Low,3.12
EW_00319,Australia,2021,Western Australia,Sydney,GPS Device,Razer,Razer 1344,2,Working,Mixed,0.35,Lead,Municipal collection,Eco-Friendly Disposal,Recycled,Hydrometallurgical,No,Low,0.7
EW_00320,Brazil,2024,Minas Gerais,Salvador,Smart Coffee Maker,Motorola,Motorola 7258,2,Damaged,Glass,1.74,None,Retail take-back,Eco-Friendly Disposal,Pending,Pyrometallurgical,Yes,Medium,5.22
EW_00321,USA,2024,California,Phoenix,CD/DVD Player,Gateway,Gateway 5765,2,Damaged,Glass,1.46,Mercury,Drop-off center,Green Future Recycling,Pending,Mechanical,Yes,Medium,4.38
EW_00322,France,2024,Occitanie,Bordeaux,Router,Fujitsu,Fujitsu 8048,8,Repairable,Ceramic,0.78,Lead,Retail take-back,Global Recycling Solutions,Disposed,Thermal,No,Low,1.56
EW_00323,Germany,2023,Bavaria,Berlin,Smart Door Sensor,Gateway,Gateway 8418,4,Repairable,Rubber,0.19,None,Municipal collection,Eco-Friendly Disposal,Disposed,Pyrometallurgical,No,Low,0.38
EW_00324,Germany,2020,Berlin,Frankfurt,VR Headset,HP,HP 5499,2,Repairable,Rubber,0.78,Brominated Flame Retardants,Municipal collection,EcoRecyclers Inc.,Disposed,Mechanical,No,Low,1.56
EW_00325,UK,2021,Birmingham,Glasgow,E-reader,HP,HP 9026,1,Working,Glass,0.25,Lead,Municipal collection,Sustainable Electronics,In Progress,Hydrometallurgical,No,Low,0.5
EW_00326,Australia,2021,Victoria,Adelaide,Power Bank,Amazon,Amazon 6088,5,Obsolete,Plastic,0.3,Mercury,Pick-up service,Green Earth Recycling,Pending,Chemical,Yes,Low,0.66
EW_00327,Canada,2022,Manitoba,Vancouver,CD/DVD Player,Amazon,Amazon 1940,2,Repairable,Ceramic,1.18,Brominated Flame Retardants,Drop-off center,Global Recycling Solutions,In Progress,Mechanical,Yes,Low,2.36
EW_00328,Brazil,2022,Bahia,Salvador,Charger,HP,HP 5404,10,Repairable,Rubber,0.16,Mercury,Drop-off center,Eco-Friendly Disposal,Pending,Mechanical,Yes,Low,0.32
EW_00329,Australia,2024,Western Australia,Brisbane,Security Camera,Samsung,Samsung 7084,10,Non-working,Plastic,0.33,None,Municipal collection,Green Earth Recycling,Pending,Thermal,Yes,Low,0.79
EW_00330,Germany,2023,Hamburg,Cologne,MP3 Player,Nokia,Nokia 7309,8,Repairable,Ceramic,0.11,None,Pick-up service,Sustainable Waste Management,Disposed,Thermal,No,Low,0.22
EW_00331,China,2021,Shanghai,Shanghai,Smartwatch,Dell,Dell 7488,6,Obsolete,Mixed,0.06,None,Pick-up service,EcoTech Recycling,Recycled,Chemical,No,Low,0.13
EW_00332,UK,2024,London,Liverpool,Desktop Computer,Huawei,Huawei 1951,10,Working,Ceramic,10,None,Municipal collection,EcoRecyclers Inc.,Pending,Pyrometallurgical,No,Medium,40
EW_00333,Canada,2022,Alberta,Vancouver,USB Drive,HP,HP 7593,8,Working,Mixed,0.15,Lead,Pick-up service,EcoRecyclers Inc.,In Progress,Thermal,No,Low,0.3
EW_00334,Germany,2020,Hamburg,Hamburg,Smart Coffee Maker,Oppo,Oppo 4427,4,Non-working,Rubber,1.72,Mercury,Pick-up service,Sustainable Electronics,In Progress,Chemical,Yes,Low,4.13
EW_00335,India,2024,Maharashtra,Chennai,Smart Smoke Detector,OnePlus,OnePlus 1964,9,Working,Plastic,0.22,Lead,Pick-up service,Sustainable Materials Recovery,Recycled,Hydrometallurgical,No,Low,0.44
EW_00336,Germany,2020,North Rhine-Westphalia,Hamburg,Game Console,OnePlus,OnePlus 6331,8,Damaged,Rubber,2.08,Mercury,Pick-up service,GreenTech Recycle,Pending,Chemical,Yes,Medium,6.24
EW_00337,Japan,2024,Hokkaido,Osaka,USB Drive,Xiaomi,Xiaomi 7144,4,Repairable,Rubber,0.11,Cadmium,Drop-off center,Eco-Friendly Disposal,In Progress,Pyrometallurgical,Yes,Low,0.22
EW_00338,India,2020,Gujarat,Bangalore,E-reader,Oppo,Oppo 1675,9,Obsolete,Mixed,0.44,Mercury,Municipal collection,EcoTech Recycling,In Progress,Thermal,No,Low,0.97
EW_00339,Brazil,2023,SÃ£o Paulo,Belo Horizonte,Calculator,BlackBerry,BlackBerry 3302,9,Non-working,Metal,0.24,Cadmium,Retail take-back,Sustainable Electronics,Recycled,Thermal,No,Low,0.58
EW_00340,India,2022,Tamil Nadu,Delhi,Smart Refrigerator,Sony,Sony 9872,7,Working,Glass,93.3,Cadmium,Pick-up service,Sustainable Materials Recovery,Disposed,Pyrometallurgical,Yes,Medium,373.2
EW_00341,India,2020,Gujarat,Chennai,Smartwatch,Asus,Asus 3588,7,Damaged,Metal,0.07,Brominated Flame Retardants,Drop-off center,GreenTech Recycle,Recycled,Chemical,No,Medium,0.21
EW_00342,China,2024,Zhejiang,Beijing,VR Headset,Microsoft,Microsoft 7760,8,Repairable,Mixed,0.8,Brominated Flame Retardants,Pick-up service,Sustainable Electronics,Disposed,Hydrometallurgical,Yes,Low,1.6
EW_00343,India,2024,Gujarat,Delhi,Monitor,MSI,MSI 5923,7,Repairable,Ceramic,4.52,Mercury,Retail take-back,Green Future Recycling,Pending,Chemical,No,Low,9.04
EW_00344,USA,2023,Texas,Los Angeles,Calculator,Toshiba,Toshiba 7236,9,Working,Ceramic,0.14,None,Retail take-back,Sustainable Materials Recovery,Recycled,Chemical,No,Low,0.28
EW_00345,Japan,2021,Osaka,Osaka,Smart Mirror,Amazon,Amazon 6974,3,Damaged,Plastic,2.27,Brominated Flame Retardants,Pick-up service,Sustainable Waste Management,Disposed,Chemical,Yes,Medium,6.81
EW_00346,Brazil,2022,Bahia,Rio de Janeiro,Smart Window Blinds,Vivo,Vivo 9241,2,Damaged,Glass,1.18,Cadmium,Retail take-back,EcoTech Recycling,Disposed,Pyrometallurgical,No,Medium,3.54
EW_00347,USA,2022,Illinois,Los Angeles,E-reader,Motorola,Motorola 7065,9,Damaged,Plastic,0.31,Cadmium,Drop-off center,Eco-Friendly Disposal,Recycled,Mechanical,Yes,Medium,0.93
EW_00348,Brazil,2023,Bahia,Curitiba,Power Bank,Fujitsu,Fujitsu 4850,10,Working,Rubber,0.44,Mercury,Retail take-back,Green Future Recycling,Recycled,Thermal,Yes,Low,0.88
EW_00349,India,2022,Tamil Nadu,Bangalore,Radio,ZTE,ZTE 2890,5,Working,Rubber,0.84,Mercury,Pick-up service,Green Earth Recycling,Disposed,Chemical,Yes,Low,1.68
EW_00350,Japan,2022,Fukuoka,Yokohama,Laptop,Google,Google 7337,3,Damaged,Rubber,2.48,None,Retail take-back,Sustainable Materials Recovery,Recycled,Pyrometallurgical,No,High,11.16
EW_00351,Canada,2023,Alberta,Edmonton,Fax Machine,BlackBerry,BlackBerry 6837,6,Non-working,Ceramic,4.13,Brominated Flame Retardants,Municipal collection,Green Earth Recycling,In Progress,Mechanical,No,Medium,9.91
EW_00352,Germany,2023,Hamburg,Frankfurt,Television,Razer,Razer 5626,4,Working,Glass,29.91,Lead,Municipal collection,GreenTech Recycle,Recycled,Thermal,Yes,Medium,119.64
EW_00353,Japan,2021,Tokyo,Yokohama,VR Headset,Amazon,Amazon 4952,3,Repairable,Glass,0.76,Brominated Flame Retardants,Retail take-back,Sustainable Electronics,In Progress,Pyrometallurgical,Yes,Low,1.52
EW_00354,Japan,2022,Osaka,Tokyo,Fax Machine,Huawei,Huawei 4309,5,Working,Metal,5.57,None,Drop-off center,Eco-Friendly Disposal,Recycled,Hydrometallurgical,Yes,Low,11.14
EW_00355,Canada,2021,Ontario,Calgary,E-reader,Toshiba,Toshiba 5040,7,Repairable,Ceramic,0.46,Brominated Flame Retardants,Drop-off center,Eco-Friendly Disposal,Pending,Mechanical,Yes,Low,0.92
EW_00356,Australia,2021,New South Wales,Sydney,Monitor,Razer,Razer 4601,7,Obsolete,Metal,4.46,Lead,Pick-up service,GreenTech Recycle,Pending,Thermal,Yes,Low,9.81
EW_00357,UK,2024,Birmingham,London,Smart Doorbell,BlackBerry,BlackBerry 8488,10,Non-working,Metal,0.41,Mercury,Retail take-back,Green Earth Recycling,Disposed,Pyrometallurgical,Yes,Low,0.98
EW_00358,USA,2021,California,Los Angeles,Smart Sprinkler Controller,Apple,Apple 8206,8,Working,Ceramic,0.51,Mercury,Drop-off center,Sustainable Waste Management,In Progress,Hydrometallurgical,Yes,Low,1.02
EW_00359,USA,2020,Illinois,Chicago,Smart Doorbell,LG,LG 5957,3,Damaged,Glass,0.31,Brominated Flame Retardants,Drop-off center,GreenTech Recycle,Pending,Hydrometallurgical,Yes,Medium,0.93
EW_00360,India,2022,Delhi,Chennai,Fax Machine,Toshiba,Toshiba 5985,10,Damaged,Mixed,5.01,Mercury,Retail take-back,Sustainable Electronics,In Progress,Hydrometallurgical,Yes,High,15.03
EW_00361,Japan,2024,Hokkaido,Tokyo,Security Camera,Google,Google 5151,3,Working,Mixed,0.4,Cadmium,Pick-up service,EcoTech Recycling,Disposed,Pyrometallurgical,Yes,Low,0.8
EW_00362,UK,2024,Liverpool,Manchester,Smart Doorbell,Microsoft,Microsoft 9960,4,Repairable,Plastic,0.24,Lead,Retail take-back,Sustainable Waste Management,In Progress,Hydrometallurgical,Yes,Low,0.48
EW_00363,Australia,2021,Victoria,Melbourne,Smart Lock,Panasonic,Panasonic 5017,1,Non-working,Glass,0.56,Mercury,Drop-off center,Eco-Friendly Disposal,Pending,Mechanical,Yes,Low,1.34
EW_00364,Australia,2020,Victoria,Sydney,Television,Oppo,Oppo 9816,7,Working,Metal,25.05,None,Retail take-back,Sustainable Materials Recovery,Recycled,Thermal,No,Medium,100.2
EW_00365,USA,2020,New York,Phoenix,Smart Door Sensor,Amazon,Amazon 1978,2,Working,Mixed,0.16,Mercury,Drop-off center,Sustainable Waste Management,Recycled,Mechanical,No,Low,0.32
EW_00366,Germany,2024,Hesse,Berlin,Scanner,Asus,Asus 5296,5,Obsolete,Metal,2.77,Cadmium,Municipal collection,Eco-Friendly Disposal,In Progress,Mechanical,Yes,Low,6.09
EW_00367,Japan,2021,Fukuoka,Osaka,MP3 Player,Asus,Asus 3701,8,Non-working,Ceramic,0.17,None,Municipal collection,Sustainable Materials Recovery,In Progress,Chemical,No,Low,0.41
EW_00368,Australia,2020,South Australia,Adelaide,Scanner,LG,LG 6271,2,Obsolete,Mixed,3.52,Brominated Flame Retardants,Retail take-back,Green Future Recycling,Disposed,Pyrometallurgical,No,Low,7.74
EW_00369,China,2020,Shanghai,Shenzhen,Smart Window Blinds,Sony,Sony 7639,8,Repairable,Rubber,1.41,Brominated Flame Retardants,Retail take-back,Sustainable Waste Management,In Progress,Hydrometallurgical,No,Low,2.82
EW_00370,UK,2022,Manchester,Liverpool,Charger,BlackBerry,BlackBerry 6777,8,Repairable,Ceramic,0.28,Cadmium,Drop-off center,Sustainable Materials Recovery,Recycled,Mechanical,No,Low,0.56
EW_00371,USA,2022,California,Chicago,Projector,Toshiba,Toshiba 7851,8,Obsolete,Plastic,3.44,Mercury,Municipal collection,Sustainable Waste Management,Disposed,Pyrometallurgical,No,Low,7.57
EW_00372,Germany,2023,Hamburg,Hamburg,Speakers,MSI,MSI 9108,10,Obsolete,Mixed,1.86,Lead,Municipal collection,EcoTech Recycling,Disposed,Pyrometallurgical,No,Low,4.09
EW_00373,India,2023,Gujarat,Kolkata,GPS Device,MSI,MSI 5663,8,Non-working,Metal,0.27,Mercury,Pick-up service,Eco-Friendly Disposal,In Progress,Chemical,Yes,Low,0.65
EW_00374,France,2024,Occitanie,Bordeaux,Smart Light Bulb,BlackBerry,BlackBerry 6759,9,Repairable,Rubber,0.12,Mercury,Pick-up service,GreenTech Recycle,Disposed,Pyrometallurgical,Yes,Low,0.24
EW_00375,Japan,2024,Osaka,Osaka,Printer,Toshiba,Toshiba 3830,6,Obsolete,Rubber,5.85,None,Drop-off center,Sustainable Waste Management,Recycled,Thermal,No,Medium,12.87
EW_00376,Germany,2020,North Rhine-Westphalia,Hamburg,Smart Water Leak Detector,HP,HP 6775,6,Damaged,Ceramic,0.28,Mercury,Municipal collection,Sustainable Waste Management,Recycled,Pyrometallurgical,Yes,Medium,0.84
EW_00377,Canada,2022,British Columbia,Toronto,Radio,Samsung,Samsung 8831,10,Non-working,Metal,0.77,Mercury,Retail take-back,Sustainable Waste Management,Recycled,Thermal,No,Low,1.85
EW_00378,Japan,2020,Aichi,Tokyo,Mobile Phone,Apple,Apple 3993,2,Repairable,Glass,0.11,Lead,Pick-up service,GreenTech Recycle,Recycled,Chemical,No,Low,0.33
EW_00379,China,2020,Shanghai,Shanghai,Smart Coffee Maker,Toshiba,Toshiba 2117,1,Damaged,Metal,1.57,None,Pick-up service,Green Future Recycling,Recycled,Pyrometallurgical,No,Medium,4.71
EW_00380,USA,2021,Illinois,Los Angeles,Projector,HP,HP 9537,3,Obsolete,Ceramic,3.71,Lead,Municipal collection,Sustainable Materials Recovery,Recycled,Mechanical,Yes,Low,8.16
EW_00381,China,2024,Guangdong,Shenzhen,Monitor,Xiaomi,Xiaomi 2978,4,Damaged,Glass,2.6,Brominated Flame Retardants,Retail take-back,Sustainable Materials Recovery,Pending,Chemical,Yes,Medium,7.8
